dir;test;clauses;aaltafuc_unsat_core_cardinality;aaltafuc_timing;aaltafuc_terminated_OK;trppp_unsat_core_cardinality;trppp_timing;trppp_terminated_OK;ltlfuc_sat_unsat_core_cardinality;ltlfuc_sat_timing;ltlfuc_sat_terminated_OK;ltlfuc_bdd_unsat_core_cardinality;ltlfuc_bdd_timing;ltlfuc_bdd_terminated_OK;v_best_unsat_core_cardinality;v_best_timing;v_best_terminated_OK
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/phltl;phltl_7_6;15;2;0.011541;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.011541;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_7;19;6;0.010864;True;-1;10000;False;-1;10000;False;-1;10000;False;6;0.010864;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_13;26;7;0.025142;True;-1;10000;False;-1;10000;False;-1;10000;False;7;0.025142;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f;lift_b_f_10;23;21;4.822434;True;-1;10000;False;-1;10000;False;-1;10000;False;21;4.822434;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counterCarry;counterCarry2;8;8;0.032431;True;2;0.145;True;8;0.29;True;3;0.03;True;2;0.03;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f_l;lift_b_f_l_10;33;25;8.018358;True;-1;10000;False;-1;10000;False;-1;10000;False;25;8.018358;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counter;counter3;7;7;0.089446;True;4;0.565;True;-1;3.38;False;3;0.02;True;3;0.02;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/20;N49;25;2;0.004458;True;2;0.118;True;-1;10.89;False;2;1.04;True;2;0.004458;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counterCarryLinear;counterCarryLinear2;8;8;0.02197;True;2;0.137;True;8;0.22;True;3;0.02;True;2;0.02;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O1formula;O1formula100;102;2;0.012177;True;2;0.629;True;2;0.04;True;2;6.25;True;2;0.012177;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_c;spec_c_10;214;33;0.123549;True;-1;10000;False;-1;10000;False;-1;10000;False;33;0.123549;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N16;130;7;0.024379;True;3;2.803;True;-1;55.39;False;-1;10000;False;3;0.024379;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N14;139;9;0.035898;True;6;4.892;True;-1;10000;False;-1;10000;False;6;0.035898;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N6;128;9;0.019907;True;2;6.117;True;-1;38.47;False;-1;10000;False;2;0.019907;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N39;117;9;0.024151;True;3;3.957;True;-1;41.42;False;-1;10000;False;3;0.024151;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N1;114;17;0.034073;True;-1;10000;False;-1;38.82;False;-1;10000;False;17;0.034073;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N9;126;5;0.031118;True;3;2.399;True;-1;10000;False;-1;10000;False;3;0.031118;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N42;113;6;0.015862;True;3;1.495;True;-1;43.33;False;-1;10000;False;3;0.015862;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N41;130;6;0.039067;True;-1;10000;False;-1;65.72;False;-1;10000;False;6;0.039067;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/60;N46;132;5;0.028908;True;3;2.761;True;-1;63.92;False;-1;10000;False;3;0.028908;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N40;111;5;0.021211;True;4;2.884;True;-1;36.86;False;-1;10000;False;4;0.021211;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec14.negated;1;1;0.084464;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.084464;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_cl;spec_cl_17;351;74;182.597998;True;-1;10000;False;-1;10000;False;-1;10000;False;74;182.597998;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift;lift_17;28;4;0.027458;True;-1;10000;False;-1;10000;False;-1;10000;False;4;0.027458;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N10;130;15;0.032698;True;-1;10000;False;-1;61.73;False;-1;10000;False;15;0.032698;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f;lift_f_10;21;18;0.508484;True;-1;10000;False;-1;10000;False;-1;10000;False;18;0.508484;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_2;12;4;0.003191;True;1;4.254;True;-1;10000;False;-1;10000;False;1;0.003191;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N9;128;6;0.053401;True;4;2.417;True;-1;64.55;False;-1;10000;False;4;0.053401;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N49;132;6;0.0776;True;-1;10000;False;-1;68.27;False;-1;10000;False;6;0.0776;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N6;124;5;0.053754;True;-1;10000;False;-1;62.11;False;-1;10000;False;5;0.053754;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N47;53;9;0.019736;True;6;1.066;True;-1;22.76;False;4;213.05;True;4;0.019736;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N22;68;6;0.013193;True;4;0.645;True;-1;24.84;False;-1;10000;False;4;0.013193;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f_l;lift_f_l_8;27;21;5.056951;True;-1;10000;False;-1;10000;False;-1;10000;False;21;5.056951;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_FGn_ra;6;2;0.006821;True;-1;10000;False;-1;6.87;False;3;0.84;True;2;0.006821;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N37;37;8;0.007572;True;2;0.12;True;-1;10000;False;2;6.1;True;2;0.007572;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.5/L60;P0.5N2L60_6.negated;1;2;0.000526;True;6;5000;False;-1;10000;False;-1;10000;False;2;0.000526;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N41;93;9;0.012686;True;7;3.531;True;-1;30.09;False;-1;10000;False;7;0.012686;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f;lift_b_f_8;20;18;2.251959;True;-1;10000;False;-1;10000;False;-1;10000;False;18;2.251959;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_Gn_mf;6;2;0.007782;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.007782;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f_l;lift_f_l_14;39;27;36.945375;True;-1;10000;False;-1;10000;False;-1;10000;False;27;36.945375;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N29;114;15;0.028667;True;4;19.961;True;-1;36.95;False;-1;10000;False;4;0.028667;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_l;lift_l_8;27;12;0.032235;True;-1;10000;False;-1;10000;False;-1;10000;False;12;0.032235;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/acacia/demo-v3/demo-v3_cl;demo-v3_cl_7;29;2;0.007531;True;2;0.46;True;-1;10000;False;-1;10000;False;2;0.007531;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_l;lift_l_2;15;8;0.005246;True;6;4.302;True;-1;10000;False;-1;10000;False;6;0.005246;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/phltl;phltl_2_1;5;2;0.001208;True;4;0.018;True;-1;10000;False;-1;10000;False;2;0.001208;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N3;113;6;0.016846;True;2;1.718;True;-1;38.52;False;-1;10000;False;2;0.016846;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N3;57;8;0.015887;True;-1;10000;False;-1;27.4;False;-1;10000;False;8;0.015887;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f_l;lift_b_f_l_3;17;14;0.074482;True;-1;10000;False;-1;10000;False;-1;10000;False;14;0.074482;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N44;66;5;0.019181;True;-1;10000;False;-1;23.02;False;-1;10000;False;5;0.019181;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N8;133;6;0.047093;True;-1;10000;False;-1;70.87;False;-1;10000;False;6;0.047093;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N7;148;7;0.027679;True;3;8.065;True;-1;10000;False;-1;10000;False;3;0.027679;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N50;92;11;0.021087;True;-1;10000;False;-1;34.17;False;-1;10000;False;11;0.021087;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/acacia/demo-v3/demo-v3_cl;demo-v3_cl_6;25;2;0.012444;True;2;0.326;True;-1;10000;False;-1;10000;False;2;0.012444;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N31;130;6;0.023386;True;3;2.26;True;-1;48.76;False;-1;10000;False;3;0.023386;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N7;108;6;0.032643;True;5;5.254;True;-1;37.5;False;-1;10000;False;5;0.032643;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N47;133;4;0.036115;True;-1;10000;False;-1;59.37;False;-1;10000;False;4;0.036115;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift;lift_3;14;4;0.005003;True;-1;10000;False;-1;10000;False;-1;10000;False;4;0.005003;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/10;N14;16;2;0.002556;True;2;0.359;True;-1;9.15;False;2;0.16;True;2;0.002556;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N8;76;10;0.013128;True;-1;10000;False;-1;28.25;False;-1;10000;False;10;0.013128;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N36;120;6;0.02423;True;-1;10000;False;-1;55.55;False;-1;10000;False;6;0.02423;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N25;129;6;0.06299;True;-1;10000;False;-1;74.52;False;-1;10000;False;6;0.06299;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N10;102;15;0.032253;True;4;2.161;True;-1;35.18;False;-1;10000;False;4;0.032253;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N12;106;7;0.019356;True;4;1.398;True;-1;33.62;False;-1;10000;False;4;0.019356;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N17;142;4;0.047037;True;-1;10000;False;-1;92.34;False;-1;10000;False;4;0.047037;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N11;82;8;0.013825;True;6;3.948;True;-1;27.87;False;-1;10000;False;6;0.013825;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.3/L100;P0.333333333333333N2L100_5.negated;1;2;0.000734;True;5;5000;False;1;0.03;True;1;0.06;True;1;0.000734;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N15;102;11;0.017171;True;4;3.058;True;-1;36.53;False;-1;10000;False;4;0.017171;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N46;127;12;0.07149;True;7;14.302;True;-1;55.78;False;-1;10000;False;7;0.07149;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N31;102;10;0.019857;True;8;65.64;True;-1;37.38;False;-1;10000;False;8;0.019857;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N31;51;8;0.016846;True;6;0.566;True;-1;18.27;False;-1;10000;False;6;0.016846;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f;lift_f_17;28;25;10.059007;True;-1;10000;False;-1;10000;False;-1;10000;False;25;10.059007;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N35;125;8;0.019823;True;4;3.167;True;-1;42.82;False;-1;10000;False;4;0.019823;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N24;85;11;0.025289;True;7;6.419;True;-1;29.19;False;-1;10000;False;7;0.025289;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N40;131;13;0.023688;True;8;74.649;True;-1;51.92;False;-1;10000;False;8;0.023688;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N24;137;10;0.030173;True;4;3.745;True;-1;53.23;False;-1;10000;False;4;0.030173;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec7.negated;1;1;0.042593;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.042593;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_GF_s1;6;2;0.005749;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.005749;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_G_mh;6;5;0.00635;True;-1;10000;False;-1;10000;False;-1;10000;False;5;0.00635;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N2;111;6;0.016015;True;3;1.477;True;-1;37.92;False;-1;10000;False;3;0.016015;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N47;69;2;0.015284;True;2;0.456;True;-1;26.45;False;-1;10000;False;2;0.015284;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_FGn_d;6;2;0.006085;True;-1;10000;False;-1;6.81;False;3;0.4;True;2;0.006085;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N5;86;18;0.019205;True;4;3.459;True;-1;32.18;False;-1;10000;False;4;0.019205;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N3;129;6;0.040861;True;-1;10000;False;-1;63.03;False;-1;10000;False;6;0.040861;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N14;139;10;0.103898;True;-1;10000;False;-1;74.54;False;-1;10000;False;10;0.103898;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.7/L80;P0.7N2L80_7.negated;1;2;0.000816;True;3;5000;False;-1;7.65;False;1;0.1;True;1;0.000816;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_c;spec_c_18;351;32;0.506485;True;-1;10000;False;-1;10000;False;-1;10000;False;32;0.506485;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_c;spec_c_4;110;27;0.063453;True;-1;10000;False;-1;10000;False;-1;10000;False;27;0.063453;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N37;129;5;0.035197;True;-1;10000;False;-1;71.92;False;-1;10000;False;5;0.035197;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N4;132;5;0.032861;True;-1;10000;False;-1;69.2;False;-1;10000;False;5;0.032861;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N5;132;2;0.032122;True;-1;10000;False;-1;72.3;False;-1;10000;False;2;0.032122;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec18.negated;1;1;0.117514;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.117514;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_l;lift_l_18;47;12;0.073239;True;-1;10000;False;-1;10000;False;-1;10000;False;12;0.073239;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N18;144;12;0.434358;True;-1;10000;False;-1;62.31;False;-1;10000;False;12;0.434358;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N10;123;5;0.017072;True;4;3.337;True;-1;38.72;False;-1;10000;False;4;0.017072;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/20;N5;27;2;0.00377;True;2;0.115;True;-1;10000;False;2;1.66;True;2;0.00377;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_10;23;7;0.019527;True;-1;10000;False;-1;10000;False;-1;10000;False;7;0.019527;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_c;spec_c_9;176;39;1.614383;True;-1;10000;False;-1;10000;False;-1;10000;False;39;1.614383;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N10;133;11;0.020168;True;3;2.676;True;-1;40.82;False;-1;10000;False;3;0.020168;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/60;N1;123;2;0.041938;True;-1;10000;False;-1;59.57;False;-1;10000;False;2;0.041938;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N22;131;32;0.288811;True;-1;10000;False;-1;56.2;False;-1;10000;False;32;0.288811;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N45;139;15;0.042112;True;-1;10000;False;-1;59.78;False;-1;10000;False;15;0.042112;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_l;lift_l_3;17;4;0.005433;True;6;137.693;True;-1;10000;False;-1;10000;False;4;0.005433;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O1formula;O1formula70;72;2;0.008238;True;2;0.274;True;2;0.03;True;2;2.07;True;2;0.008238;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec12.negated;1;1;0.044868;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.044868;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N49;77;10;0.016085;True;9;509.416;True;-1;29.19;False;-1;10000;False;9;0.016085;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N27;133;9;0.025482;True;7;3.09;True;-1;66.77;False;-1;10000;False;7;0.025482;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N15;125;11;0.021048;True;9;3.193;True;-1;62.43;False;-1;10000;False;9;0.021048;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_F_mhandra;6;2;0.006864;True;-1;10000;False;-1;6.54;False;3;0.49;True;2;0.006864;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N22;128;2;0.030901;True;-1;10000;False;-1;74.05;False;-1;10000;False;2;0.030901;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_cl;spec_cl_15;314;64;92.571336;True;-1;10000;False;-1;10000;False;-1;10000;False;64;92.571336;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N1;134;4;0.02527;True;2;2.84;True;-1;87.38;False;-1;10000;False;2;0.02527;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_FGn_mh;6;2;0.007436;True;-1;10000;False;-1;6.78;False;3;0.54;True;2;0.007436;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N24;135;5;0.023653;True;3;2.77;True;-1;53.44;False;-1;10000;False;3;0.023653;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f_l;lift_f_l_11;33;22;1.132946;True;-1;10000;False;-1;10000;False;-1;10000;False;22;1.132946;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N16;130;7;0.043407;True;-1;10000;False;-1;62.81;False;-1;10000;False;7;0.043407;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N26;37;4;0.014536;True;-1;10000;False;-1;22.58;False;-1;10000;False;4;0.014536;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N5;69;8;0.010221;True;6;0.421;True;-1;21.08;False;-1;10000;False;6;0.010221;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N22;125;9;0.141484;True;10;3.082;True;-1;71.39;False;-1;10000;False;9;0.141484;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n5/P0.5/L40;P0.5N5L40_7.negated;1;2;0.00054;True;6;5000;False;-1;10000;False;-1;10000;False;2;0.00054;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N8;138;6;0.022462;True;4;3.633;True;-1;45.59;False;-1;10000;False;4;0.022462;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N3;127;7;0.046698;True;4;2.248;True;-1;61.68;False;-1;10000;False;4;0.046698;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_15;28;7;0.028819;True;-1;10000;False;-1;10000;False;-1;10000;False;7;0.028819;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N33;111;9;0.017624;True;4;2.229;True;-1;39.37;False;-1;10000;False;4;0.017624;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N23;126;4;0.037372;True;-1;10000;False;-1;63.76;False;-1;10000;False;4;0.037372;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N38;129;10;0.161127;True;8;209.898;True;-1;10000;False;-1;10000;False;8;0.161127;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N3;128;4;0.051633;True;-1;10000;False;-1;10000;False;-1;10000;False;4;0.051633;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n3/P0.5/L10;P0.5N3L10_10;1;2;0.000378;True;3;5000;False;1;1.67;True;1;0.0;True;1;0.0;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N1;94;10;0.022377;True;6;1.982;True;-1;31.48;False;-1;10000;False;6;0.022377;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N43;138;6;0.049249;True;-1;10000;False;-1;77.83;False;-1;10000;False;6;0.049249;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N14;92;8;0.016402;True;5;1.343;True;-1;30.79;False;-1;10000;False;5;0.016402;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_c;spec_c_15;299;27;0.362799;True;-1;10000;False;-1;10000;False;-1;10000;False;27;0.362799;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N34;129;7;0.017638;True;4;2.864;True;-1;37.38;False;-1;10000;False;4;0.017638;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N50;131;11;0.07094;True;4;2.774;True;-1;72.98;False;-1;10000;False;4;0.07094;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N39;127;7;0.020819;True;4;3.504;True;-1;56.38;False;-1;10000;False;4;0.020819;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N7;126;7;0.081803;True;2;23.683;True;-1;68.84;False;-1;10000;False;2;0.081803;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f;lift_b_f_17;31;28;0.432022;True;-1;10000;False;-1;10000;False;-1;10000;False;28;0.432022;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/60;N33;135;8;0.059458;True;-1;10000;False;-1;65.59;False;-1;10000;False;8;0.059458;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f_l;lift_b_f_l_12;37;26;1.116298;True;-1;10000;False;-1;10000;False;-1;10000;False;26;1.116298;True
